team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
NYG,WR,WR,6,RES,Bryce Ford-Wheaton,Bryce,Ford-Wheaton,2000-03-09,75,224,West Virginia,00-0038477,,eb139db0-eb91-11ed-bf4f-cdefdf74a897,40529,16743,,,,9499,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h2oherj71t9iiyld4jwc",,18,REG,R01,Bryce,FOR389868,56232,3200464f-5238-9868-32d8-c5dc5e73b834,2023,2023,,,23
NYG,DB,CB,34,CUT,Gemon Green,Gemon,Green,,74,186,Michigan,00-0038478,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gc919za8c4it7a4qqbsq",,1,REG,P01,Gemon,GRE211205,56233,32004752-4521-1205-afd1-5e49353cd082,2023,2023,,,
NYG,LB,ILB,54,DEV,Dyontae Johnson,Dyontae,Johnson,2000-09-28,74,230,Toledo,00-0038479,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwi8zm2gaueajtctbt2s",,18,REG,P01,Dyontae,JOH213404,56234,32004a4f-4821-3404-b6a0-7762721ca080,2023,2023,,,22
NYG,TE,TE,49,DEV,Ryan Jones,Ryan,Jones,1999-08-20,75,231,East Carolina,00-0038480,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fktcdiduouxvo9ngygzt",,18,REG,P01,Ryan,JON715780,56235,32004a4f-4e71-5780-e0f7-e9ec0a2fb404,2023,2023,,,24
NYG,LS,LS,48,CUT,Cameron Lyons,Cameron,Lyons,,72,225,North Carolina-Charlotte,00-0038481,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wbzq4i3f8uzblkwj1gwd",,1,REG,W03,Cameron,LYO150108,56236,32004c59-4f15-0108-3072-d8e1246c812a,2023,2023,,,
PHI,DB,CB,43,ACT,Mekhi Garner,Mekhi,Garner,2000-01-11,74,217,Louisiana State,00-0038482,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yygbyoc9mcc4znubsp3u",,19,WC,P01,Mekhi,GAR305959,56237,32004741-5230-5959-43fa-ef34fae3b675,2023,2023,,,23
PHI,WR,WR,87,CUT,Jadon Haselwood,Jadon,Haselwood,,75,213,Arkansas,00-0038483,,96c38af0-eb72-11ed-aecd-85bc826ed43e,40515,16908,,,,9498,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ufcdcq8bmuuxkhhgurgk",,1,REG,W03,Jadon,HAS188767,56238,32004841-5318-8767-c916-526eb7b90dc4,2023,2023,,,
PHI,WR,WR,86,DEV,Joseph Ngata,Joseph,Ngata,2001-01-09,75,215,Clemson,00-0038484,,46a3a6d0-eb73-11ed-aecd-85bc826ed43e,40514,17085,,,,11276,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukckvlhkrlcdqsh6tabj",,19,WC,P01,Joseph,NGA634187,56239,32004e47-4163-4187-346b-55ed85d5120f,2023,2023,,,22
MIN,OL,T,63,CUT,Chim Okorafor,Chimemela,Okorafor,,78,320,"Benedictine, Kan.",00-0038485,,,,,,,,,0,,,1,REG,W03,Chim,OKO325017,56240,32004f4b-4f32-5017-b273-7f2a4a52986a,2023,2023,,,
ATL,OL,T,75,CUT,Trevor Reid,Trevor,Reid,,77,307,Louisville,00-0038486,,,,,,,,,0,,,1,REG,W03,Trevor,REI372985,56241,32005245-4937-2985-f147-1b2a9c9194eb,2023,2023,,,
PHI,DB,CB,39,ACT,Eli Ricks,Elias,Ricks,2001-09-26,74,195,Alabama,00-0038487,,93fb0a30-eb74-11ed-aecd-85bc826ed43e,40511,16818,,RickEl00,,11278,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w5fcp32by3ur84ffioxb",CB,19,WC,A01,Eli,RIC794760,56242,32005249-4379-4760-4f27-74b926f1e43c,2023,2023,,,21
SEA,TE,TE,38,ACT,Brady Russell,Brady,Russell,1998-08-31,75,250,Colorado,00-0038488,,c3c08060-eb74-11ed-aecd-85bc826ed43e,40519,17235,,RussBr00,,11280,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s7aysnmjjwgyjdxxkt8a",TE,18,REG,A01,Brady,RUS383114,56243,32005255-5338-3114-199d-b1c437580d73,2023,2023,,,25
PHI,LB,ILB,57,ACT,Ben VanSumeren,Ben,VanSumeren,2000-05-05,74,235,Michigan State,00-0038489,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uf90uiqoapeb0jrzumui",,19,WC,A01,Ben,VAN760426,56244,32005641-4e76-0426-3d6d-7a25e721bbe1,2023,2023,,,23
TEN,P,P,13,ACT,Ty Zentner,Tyler,Zentner,1998-06-07,74,200,Kansas State,00-0038490,,,,,,,,,0,,,18,REG,A01,Ty,ZEN738004,56245,32005a45-4e73-8004-878a-a1472880ba6e,2023,2023,,,25
GB,DL,DE,50,RES,Deslin Alexandre,Deslin,Alexandre,1998-06-11,76,275,Pittsburgh,00-0038491,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xvmibbthpymaygmgshlr",,20,DIV,R23,Deslin,ALE760816,56247,3200414c-4576-0816-ff50-e111244448dd,2023,2023,,,25
NYJ,WR,WR,16,ACT,Jason Brownlee,Jason,Brownlee,1999-01-30,74,202,Southern Mississippi,00-0038492,,f286b160-eba8-11ed-87ba-cb97497fad29,40545,17182,,BrowJa07,,11311,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjayvfan8adtasfe8xxq",WR,18,REG,A01,Jason,BRO826391,56248,32004252-4f82-6391-316a-fcdeea27b8cb,2023,2023,,,24
CAR,LB,OLB,53,RES,Claudin Cherelus,Claudin,Cherelus,1999-02-09,74,230,Alcorn State,00-0038493,,74650010-eba9-11ed-aa2f-9b9591ffdf9b,,17534,,CherCl00,,11305,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sp41egrrmk5rtyd8zdq9",,18,REG,R48,Claudin,CHE247405,56249,32004348-4524-7405-419d-6ea0a41f5c6d,2023,2023,,,24
KC,DB,SS,38,DEV,Trey Dean III,Trey,Dean,2000-02-29,74,206,Florida,00-0038494,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egycpb5zv75wp0ytluhl",,22,SB,P01,Trey,DEA729701,56250,32004445-4172-9701-c6c1-d1ebb82ce6bd,2023,2023,,,23
NYJ,RB,RB,35,CUT,Travis Dye,Travis,Dye,,70,200,Southern California,00-0038495,,46cb9c30-ebaa-11ed-b05b-f11b75745f7c,,17028,,,,10865,0,,,1,REG,W03,Travis,DYE256368,56251,32004459-4525-6368-cb85-619138146a89,2023,2023,,,
NYJ,WR,WR,82,ACT,Xavier Gipson,Xavier,Gipson,2001-03-08,69,180,Stephen F. Austin,00-0038496,,840a7940-ebaa-11ed-a11b-41cbcb1c4445,40548,17045,,GipsXa00,,11306,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqo7wkjetkgupevxfvnv",WR,18,REG,A01,Xavier,GIP576222,56252,32004749-5057-6222-78ba-a836b095e2d2,2023,2023,,,22
NYJ,LB,ILB,46,RES,Maalik Hall,Maalik,Hall,1999-02-04,74,235,Southeastern Oklahoma,00-0038497,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qys9rxbdbjlufepj6cot",,18,REG,R01,Maalik,HAL438051,56253,32004841-4c43-8051-f592-2b1a1bb40580,2023,2023,,,24
LV,TE,TE,49,DEV,EJ Jenkins,Emanuel,Jenkins,1998-11-03,79,243,Georgia Tech,00-0038498,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/czbr5am6ynvdivywlpux",,18,REG,P01,E.J.,JEN184122,56254,32004a45-4e18-4122-7f9a-fe5ff4a948f3,2023,2023,,,24
ARI,LB,ILB,38,TRC,Caleb Johnson,Caleb,Johnson,1998-07-14,73,230,Miami,00-0038499,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtnl51wjpcbddjaa5rio",,18,REG,P01,Caleb,JOH088488,56255,32004a4f-4808-8488-7d97-e1a75ea80538,2023,2023,,,25
LAC,OL,G,65,DEV,Brent Laing,Brent,Laing,1999-06-03,76,294,Minnesota-Duluth,00-0038500,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a9z1tv2jjsfbwdkcdnex",,18,REG,P01,Brent,LAI320419,56256,32004c41-4932-0419-481a-397ac6c04c11,2023,2023,,,24
NYJ,DB,CB,36,CUT,Derrick Langford,Derrick,Langford,,75,200,Washington State,00-0038501,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/afbu9mhx7x3t8phuowlp",,1,REG,W03,Derrick,LAN549641,56257,32004c41-4e54-9641-76e4-7aac3cb5799d,2023,2023,,,
NE,WR,WR,82,DEV,TJ Luther,Tyreece,Luther,2000-05-13,73,180,Gardner-Webb,00-0038502,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/capqfnhqhl2vijj2xr4p",,18,REG,P01,T.J.,LUT282486,56258,32004c55-5428-2486-72aa-24f0e0898b1f,2023,2023,,,23
NYJ,DB,FS,35,CUT,Marquis Waters,Marquis,Waters,,73,215,Texas Tech,00-0038503,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zbxvwpsdrclb0s5wbtif",,1,REG,W03,Marquis,WAT105935,56259,32005741-5410-5935-cf00-ee9fa171c7e3,2023,2023,,,
BAL,LB,ILB,30,ACT,Trenton Simpson,Trenton,Simpson,2001-06-14,74,230,Clemson,00-0038504,,a2ceb68a-71c0-465c-8548-36967d302cc9,40116,16712,,SimpTr00,,10935,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kiq2xeidfmtesqmd5czf",,21,CON,A01,Trenton,SIM632785,55951,32005349-4d63-2785-a5d9-70beadf55418,2023,2023,BAL,86,22
BAL,LB,OLB,95,ACT,Tavius Robinson,Tavius,Robinson,1999-01-03,78,265,Mississippi,00-0038505,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jboxnyhdxrnuswlvyl7f",,21,CON,A01,Tavius,ROB705359,55989,3200524f-4270-5359-8394-0a4c379677b7,2023,2023,BAL,124,24
NYG,DL,NT,95,ACT,Jordon Riley,Jordon,Riley,1998-05-19,77,325,Oregon,00-0038506,,a1c5aca4-a0ba-4438-9101-7f85d3af488a,,17414,,RileJo00,,11035,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp3khzp5pvryos9ym8gd",INTERIOR_LINE,18,REG,A01,Jordon,RIL285297,56108,32005249-4c28-5297-df04-997322e02752,2023,2023,NYG,243,25
GB,WR,WR,86,DEV,Grant DuBose,Grant,DuBose,2001-06-20,74,200,North Carolina-Charlotte,00-0038507,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cksqgzc6grsgxmjeqs7w",,20,DIV,P01,Grant,DUB599865,56121,32004455-4259-9865-da28-e02ea4e66ba6,2023,2023,GB,256,22
CHI,OL,G,67,DEV,Jerome Carvin,Jerome,Carvin,2000-09-20,75,321,Tennessee,00-0038509,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qiwtqbheq2aezlzr7z1c",,18,REG,P01,Jerome,CAR822227,56261,32004341-5282-2227-6f7e-888dc86b742b,2023,2023,,,22
KC,DB,FS,47,CUT,Anthony Cook,Anthony,Cook,,73,188,Texas,00-0038510,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aexzvim7term5ks7uat5",,1,REG,W03,Anthony,COO008248,56262,3200434f-4f00-8248-5338-2efa8e503c33,2023,2023,,,
KC,OL,T,68,CUT,Anderson Hardy,Anderson,Hardy,,78,290,Appalachian State,00-0038511,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gtosrcxd75nex6h355gr",,1,REG,W03,Anderson,HAR071537,56263,32004841-5207-1537-bebe-68e71b5ffc7d,2023,2023,,,
KC,LB,ILB,44,RES,Cam Jones,Cam,Jones,1999-10-21,74,228,Indiana,00-0038513,,14b8cda0-ec39-11ed-aeaf-cb0dc6206dc5,40557,17102,,JoneCa04,,11315,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nill24ri5gxssdrmnvpq",,22,SB,R01,Cam,JON148503,56265,32004a4f-4e14-8503-ed48-c3f6d7e74eb4,2023,2023,,,23
KC,DL,DE,57,DEV,Truman Jones,Truman,Jones,2000-05-13,76,242,Harvard,00-0038514,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unkokck5tfkzvxvklkgf",,22,SB,P01,Truman,JON769039,56266,32004a4f-4e76-9039-8716-b210cb05ff95,2023,2023,,,23
KC,LB,ILB,0,CUT,Isaiah Moore,Isaiah,Moore,1999-10-06,74,236,North Carolina State,00-0038516,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilwrmkvt1acqnaqiwokb",,9,REG,P01,Isaiah,MOO378492,56268,32004d4f-4f37-8492-dc0a-71fe9e0c9614,2023,2023,,,23
KC,DB,SS,46,CUT,Isaiah Norman,Isaiah,Norman,,73,205,Marshall,00-0038517,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d4ievntkmlo6ytti9cmv",,1,REG,W03,Isaiah,NOR270195,56269,32004e4f-5227-0195-6ede-ea8b27747d5d,2023,2023,,,
KC,RB,RB,34,DEV,Deneric Prince,Deneric,Prince,2000-04-11,72,219,Tulsa,00-0038518,,28f98460-ec3b-11ed-aeaf-cb0dc6206dc5,40570,17126,,,,10870,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rwlpgtarou4bwo5nnv4h",,22,SB,P01,Deneric,PRI482971,56270,32005052-4948-2971-4589-5cd8f3fc56b0,2023,2023,,,23
KC,WR,WR,27,RES,Nikko Remigio,Nikko,Remigio,1999-11-04,69,185,Fresno State,00-0038519,,52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5,,16744,,,,11320,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zyfiv72fmfh3unajdnu0",,22,SB,R01,Nikko,REM240921,56271,32005245-4d24-0921-f4ca-9b409d7391a3,2023,2023,,,23
KC,WR,WR,85,CUT,Ty Scott,Tyrone,Scott,,75,202,Missouri State,00-0038520,,,,,,,,,0,,,1,REG,W03,Ty,SCO719318,56272,32005343-4f71-9318-6afa-bd9ade6c23d5,2023,2023,,,
DEN,DB,CB,39,DEV,Reese Taylor,Reese,Taylor,1999-08-27,71,190,Purdue,00-0038521,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v0a9qg54f0ratoepeip9",,18,REG,P01,Reese,TAY617968,56273,32005441-5961-7968-dad5-eb4b9d0298dd,2023,2023,,,24
CLE,DB,CB,25,INA,Kahlef Hailassie,Kahlef,Hailassie,2000-11-09,73,200,Western Kentucky,00-0038523,,d470e520-f421-11ed-990e-333ce5b07033,,17362,,HailKa00,,11489,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs1djtxrwipkc8htakhc",,19,WC,A01,Kahlef,HAI187052,56275,32004841-4918-7052-280f-70a8e10d3657,2023,2023,,,22
CHI,DL,DE,63,CUT,D'Anthony Jones,D'Anthony,Jones,,74,270,Houston,00-0038524,,,,,,,,,0,,,1,REG,W03,D'Anthony,JON199942,56276,32004a4f-4e19-9942-7945-7694ef627c77,2023,2023,,,
CHI,OL,T,63,CUT,Josh Lugg,Josh,Lugg,,78,305,Notre Dame,00-0038525,,,,,,,,,0,,,1,REG,W03,Josh,LUG143818,56277,32004c55-4714-3818-fa92-d42b7147dd3f,2023,2023,,,
CHI,DB,SS,45,CUT,Bralen Trahan,Bralen,Trahan,,72,201,Louisiana-Lafayette,00-0038526,,,,,,,,,0,,,1,REG,W03,Bralen,TRA181688,56278,32005452-4118-1688-357b-bf16e345761a,2023,2023,,,
GB,LS,LS,43,RES,Broughton Hatcher,Broughton,Hatcher,,77,240,Old Dominion,00-0038528,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wi0kcuuuf3hvgx819kxy",,1,REG,W03,Broughton,HAT098290,56285,32004841-5409-8290-656f-5f718b23e6f8,2023,2023,,,
NE,DB,CB,27,DEV,William Hooper,William,Hooper,2000-03-21,72,185,"Northwestern State, La.",00-0038529,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0ppmsz8otrggfwgefkx",,18,REG,P01,William,HOO622933,56286,3200484f-4f62-2933-f076-457dd39bcab6,2023,2023,,,23
GB,DL,DT,64,CUT,Antonio Moultrie,Antonio,Moultrie,,77,265,Miami,00-0038530,,,,,,,,,0,,,1,REG,W03,Antonio,MOU388386,56287,32004d4f-5538-8386-49d1-75abfc043203,2023,2023,,,
IND,WR,WR,2,CUT,Tyler Adams,Tyler,Adams,,72,190,Butler,00-0038531,,,,,,,,,0,,,1,REG,W03,Tyler,ADA679743,56288,32004144-4167-9743-5c28-ef73c83930a4,2023,2023,,,
IND,WR,WR,13,CUT,Kody Case,Kody,Case,,70,180,Illinois,00-0038532,,,,,,,,,0,,,1,REG,W03,Kody,CAS119260,56289,32004341-5311-9260-dd6a-f2206fdccc74,2023,2023,,,
IND,OL,T,60,CUT,Matthew Vanderslice,Matthew,Vanderslice,,79,282,Northern Iowa,00-0038533,,,,,,,,,0,,,1,REG,W03,Matthew,VAN472109,56290,32005641-4e47-2109-5af4-8d146847fae5,2023,2023,,,
MIA,DL,DT,69,CUT,Jamal Woods,Jamal,Woods,,74,277,Illinois,00-0038534,,,,,,,,,0,,,1,REG,W03,Jamal,WOO498145,56291,3200574f-4f49-8145-723a-a5a0f2b5d62a,2023,2023,,,
CAR,LB,OLB,52,ACT,DJ Johnson,D.J.,Johnson,1998-10-21,76,270,Oregon,00-0038535,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kktlthu4ce3wb0qiundj",EDGE,18,REG,A01,D.J.,JOH204752,55945,32004a4f-4820-4752-6ea6-b2eea911de03,2023,2023,CAR,80,24
CAR,OL,G,62,RES,Chandler Zavala,Chandler,Zavala,1999-04-02,75,309,North Carolina State,00-0038536,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgbfsfhtstwukqfbrezo",,18,REG,R01,Chandler,ZAV070576,55979,32005a41-5607-0576-eb71-62de76a91a52,2023,2023,CAR,114,24
CAR,OL,G,65,ACT,JD DiRenzo,Joseph,DiRenzo,1998-07-27,78,315,Rutgers,00-0038537,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/txbqjatypjlftzphpkfn",TE,18,REG,A01,J.D.,DIR415290,56329,32004449-5241-5290-cf92-cdbc4dbfe143,2023,2023,,,25
CAR,DB,CB,36,DEV,Mark Milton,Mark,Milton,1999-09-14,74,191,Baylor,00-0038538,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okdud8s0idzcqi07wua3",,10,REG,P01,Mark,MIL818547,56331,32004d49-4c81-8547-a9de-4a1cc13d46fa,2023,2023,,,23
CAR,LB,ILB,47,CUT,Bumper Pool,Bumper,Pool,,74,232,Arkansas,00-0038539,,c00b7250-ec5e-11ed-8721-ab6fc8512eaa,,17299,,,,11335,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2g42p99mwqaej7w0lbh",,1,REG,W03,Bumper,POO057516,56332,3200504f-4f05-7516-98d2-66f5fce9bee0,2023,2023,,,
ARI,OL,T,70,ACT,Paris Johnson,Paris,Johnson,2001-07-03,78,315,Ohio State,00-0038540,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zs9hdvwsw4z8nsnqsueo",T,18,REG,A01,Paris,JOH789993,55870,32004a4f-4878-9993-54f7-5fb6cbb7b88b,2023,2023,ARI,6,22
LV,DL,DE,9,ACT,Tyree Wilson,Tyree,Wilson,2000-05-20,78,275,Texas Tech,00-0038541,,73aefe0e-8b0e-46c2-a0fe-cc4eb269f969,40043,17149,,WilsTy01,,10889,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xep4qycckzwyglne5cfc",INTERIOR_LINE,18,REG,A01,Tyree,WIL806943,55871,32005749-4c80-6943-e56d-5d7ad8017cfa,2023,2023,LV,7,23
ATL,RB,RB,7,ACT,Bijan Robinson,Bijan,Robinson,2002-01-30,71,214,Texas,00-0038542,,f78d68c2-f9da-48e7-b954-26b69efd828d,40055,16739,,RobiBi01,,9509,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gatvdlb0kch6kyhhpu4c",RB,18,REG,A01,Bijan,ROB368260,55872,3200524f-4236-8260-6d5f-ae47fe2e0128,2023,2023,ATL,8,21
SEA,WR,WR,11,ACT,Jaxon Smith-Njigba,Jaxon,Smith-Njigba,2002-02-14,72,198,Ohio State,00-0038543,,6215db71-1e13-4c62-8f14-2005d33dee47,40041,16654,,SmitJa06,,9488,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r65p3l8nq7v4l9htqsud",SLOT_WR,18,REG,A01,Jaxon,SMI829636,55884,3200534d-4982-9636-a18c-5da6fbdaa80c,2023,2023,SEA,20,21
LAC,WR,WR,1,ACT,Quentin Johnston,Quentin,Johnston,2001-09-06,76,201,Texas Christian,00-0038544,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,40051,16899,,JohnQu02,,9754,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eamj83siagr6rba0epv0",WR,18,REG,A01,Quentin,JOH823261,55885,32004a4f-4882-3261-dcd8-a43c8f7c5608,2023,2023,LAC,21,21
DAL,DL,DT,58,ACT,Mazi Smith,Mazi,Smith,2001-06-16,75,337,Michigan,00-0038545,,8f71baa6-45f2-4b27-8d26-508290a50604,40044,16864,,SmitMa06,,10877,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w9snu7b1oklb5iuj8oci",INTERIOR_LINE,19,WC,A01,Mazi,SMI511850,55890,3200534d-4951-1850-a3da-289c89c7e5d4,2023,2023,DAL,26,22
CIN,DL,DE,99,ACT,Myles Murphy,Myles,Murphy,2002-01-03,77,275,Clemson,00-0038546,,fb188308-cd65-4c61-b8c5-b9252b638b09,40057,16710,,MurpMy00,,10875,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wk18rwfksyka1cj9y6aw",EDGE,18,REG,A01,Myles,MUR519902,55892,32004d55-5251-9902-72e4-8874355105ea,2023,2023,CIN,28,21
DAL,TE,TE,86,ACT,Luke Schoonmaker,Luke,Schoonmaker,1998-09-28,77,250,Michigan,00-0038547,,143957a7-4649-4a19-b351-e606edc75ebd,40061,16855,,SchoLu00,,10871,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swwumbhlqo4kosdodiic",TE,19,WC,A01,Luke,SCH471986,55923,32005343-4847-1986-19e8-9065e5ea32c8,2023,2023,DAL,58,24
BUF,OL,G,64,ACT,O'Cyrus Torrence,O'Cyrus,Torrence,2000-01-20,77,347,Florida,00-0038548,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x2j31xnwz05texh1ibfg",G,20,DIV,A01,O'Cyrus,TOR694111,55924,3200544f-5269-4111-dab8-fa9ef6354288,2023,2023,BUF,59,23
CIN,DB,CB,20,ACT,DJ Turner,Juandrago,Turner,2000-11-09,72,181,Michigan,00-0038549,,7db46644-05bb-41b5-938a-e93a50e1d6c4,40076,16857,,TurnDJ01,,10894,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hslzr07pijr34cxinomu",CB,18,REG,A01,D.J.,TUR283151,55925,32005455-5228-3151-d0bf-492aa1a59230,2023,2023,CIN,60,22
DET,QB,QB,12,INA,Hendon Hooker,Hendon,Hooker,1998-01-13,75,218,Tennessee,00-0038550,,25b10007-802d-4ebb-8314-3eb7b24ddc37,40096,16905,,HookHe00,,9998,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hi4qvkv3epuhmiiabox0",,21,CON,A01,Hendon,HOO297694,55933,3200484f-4f29-7694-9fe6-58ca0d039d74,2023,2023,DET,68,25
NO,RB,RB,25,ACT,Kendre Miller,Kendre,Miller,2002-06-11,72,220,Texas Christian,00-0038551,,66627686-34fe-4599-84ac-e436fd7d798a,40108,16898,,MillKe01,,9757,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tcvigw483yuczrhnbhyz",RB,18,REG,A01,Kendre,MIL369085,55936,32004d49-4c36-9085-7b40-672b4733cbc6,2023,2023,NO,71,21
DEN,DB,CB,37,ACT,Riley Moss,Riley,Moss,2000-03-03,72,193,Iowa,00-0038552,,8f79eaa3-df62-4214-a497-1e13970e6b82,40112,17104,,MossRi00,,10930,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enev50lnxax6idfelgv6",CB,18,REG,A01,Riley,MOS709340,55948,32004d4f-5370-9340-14ef-a2c9b70519a7,2023,2023,DEN,83,23
LAC,LB,ILB,0,ACT,Daiyan Henley,Daiyan,Henley,1999-11-18,73,232,Washington State,00-0038553,,93f17bc5-55d5-441a-a29d-d419ed4725e7,40113,16948,,HenlDa00,,10914,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mjwiobnq8g1nmtvc7cmd",MLB,18,REG,A01,Daiyan,HEN466212,55950,32004845-4e46-6212-4f0a-603906125b28,2023,2023,LAC,85,23
SF,DB,SS,27,ACT,Ji'Ayir Brown,Ji'Ayir,Brown,2000-01-25,71,202,Penn State,00-0038554,,626586f3-5706-443e-a272-c6d9e6239784,40106,17199,,BrowJi01,,10936,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrs9kvdrnwqneoahwgnl",SAFETY,22,SB,A01,Ji'Ayir,BRO492777,55952,32004252-4f49-2777-600c-5206658f7fd5,2023,2023,SF,87,23
JAX,RB,RB,4,ACT,Tank Bigsby,Cartavious,Bigsby,2001-08-30,72,213,Auburn,00-0038555,,2034916c-8062-46e3-8d0c-d0dec694e2d1,40095,16705,,BigsTa00,,9225,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yndvsfcpy4ejgx9cnms3",RB,18,REG,A01,Tank,BIG732544,55953,32004249-4773-2544-d042-8e63f2fc44d8,2023,2023,JAX,88,22
DAL,LB,ILB,35,RES,DeMarvion Overshown,DeMarvion,Overshown,2000-08-13,75,217,Texas,00-0038556,,2df409f7-2d3a-4dc3-98aa-0b261594bb1f,40099,16940,,OverDe00,,10933,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e9h4v2bfgbisjmwc1hds",,19,WC,R01,DeMarvion,OVE249174,55955,32004f56-4524-9174-45a2-1631b707074e,2023,2023,DAL,90,23
BUF,LB,MLB,42,ACT,Dorian Williams,Dorian,Williams,2001-06-28,74,230,Tulane,00-0038557,,2d51bf60-ea75-4142-a00a-8b152a91e59f,40098,16951,,WillDo04,,10923,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ma5qopvblcmbejac8oyc",MLB,20,DIV,A01,Dorian,WIL243940,55956,32005749-4c24-3940-708f-17c023a4d993,2023,2023,BUF,91,22
